Id,Target,N1,N2,N3,N4,N5,N6,C1,C2,C3,C4,C5,C6,C7,C8,C9
12942,2786000,3887179.487,8,2.4,6.0,6.0,2.0,1,A,F,V,B,S,6,T,1
12943,1400000,2217808.219,9,1.2,5.0,3.0,4.0,1,A,F,V,B,L,W,O,L
12944,2599000,3239506.173,10,2.4,8.0,7.0,3.0,2,A,F,V,B,S,6,T,1
12945,2817000,3046428.571,10,2.4,9.0,7.0,4.0,2,A,F,V,B,S,4,T,1
12946,1808000,2173033.708,9,1.8,3.0,9.0,5.0,2,A,F,V,B,M,W,O,L
12947,3465000,3565476.19,8,2.4,3.0,6.0,5.0,2,A,F,V,BG,S,J,T,N
12948,2081000,2253260.87,4,1.2,9.0,8.0,3.0,3,A,F,V,BG,L,K,N,A
12949,5111000,5367368.421,4,2.0,5.0,7.0,7.0,3,A,A,V,B,C,J,N,1
12950,2000000,2577777.778,15,2.6,8.0,2.0,5.0,1,M,B,K,B,S,W,D,B
12951,6000000,7574074.074,10,4.0,1.0,0.0,2.0,2,A,A,V,B,V,J,T,E
12952,2999000,3552564.103,9,2.4,0.0,8.0,7.0,1,A,F,V,B,S,4,T,1
12953,2880000,3208333.333,6,1.8,4.0,0.0,0.0,2,A,F,V,B,S,1,N,X
12954,2851000,3483720.93,3,1.8,6.0,7.0,2.0,1,A,F,K,B,L,K,L,1
12955,2700000,3145977.011,4,1.6,7.0,2.0,7.0,3,A,F,V,B,L,Z,9,4
12956,3510000,3854444.444,8,1.8,2.0,8.0,8.0,3,A,B,V,B,S,W,D,D
12957,3485000,4007865.169,6,2.5,0.0,2.0,8.0,2,A,F,K,B,S,Z,8,N
12958,1000000,1765432.099,9,1.6,8.0,7.0,0.0,1,M,F,V,B,U,T,M,B
12959,1503000,2158024.691,9,2.0,5.0,2.0,2.0,1,A,F,K,G,S,K,M,H
12960,2044000,2105617.978,5,1.4,4.0,2.0,8.0,2,M,F,V,BG,S,Z,9,4
12961,2432000,2901190.476,12,2.7,7.0,2.0,6.0,2,A,B,K,D,S,W,D,B
12962,2289000,2732098.765,5,1.6,1.0,0.0,2.0,2,A,F,V,B,S,Z,9,4
12963,862000,1111494.253,19,1.8,5.0,9.0,8.0,1,M,F,V,B,S,W,V,W
12964,2808000,3424358.974,9,2.4,2.0,0.0,7.0,1,M,F,V,B,S,6,T,1
12965,5035000,6607692.308,11,2.7,9.0,9.0,2.0,1,A,A,V,B,V,J,T,E
12966,2500000,2658227.848,4,1.6,2.0,0.0,7.0,2,M,F,V,B,U,X,9,F
12967,3492000,4317857.143,8,1.8,1.0,3.0,2.0,2,A,B,B,B,S,W,D,D
12968,3263000,3716666.667,8,2.5,2.0,5.0,2.0,2,A,F,K,B,S,J,N,1
12969,2999000,3548148.148,1,1.6,4.0,4.0,0.0,2,A,F,V,B,S,X,W,8
12970,1700000,2059523.81,14,1.8,5.0,6.0,4.0,2,M,F,V,BG,M,W,V,W
12971,3510000,3606741.573,5,1.6,4.0,0.0,2.0,2,A,F,V,B,S,J,T,N
12972,2396000,2543902.439,12,2.0,4.0,9.0,1.0,1,A,F,V,B,S,S,B,1
12973,950000,1256410.256,15,1.6,2.0,1.0,6.0,1,A,F,V,B,L,V,F,1
12974,2523000,2890804.598,2,1.4,1.0,9.0,3.0,3,M,F,V,B,S,Z,9,4
12975,4536000,4428571.429,7,2.5,5.0,0.0,2.0,2,A,A,V,B,U,4,S,4
12976,5654000,6198901.099,3,2.5,2.0,1.0,7.0,1,A,F,K,B,S,X,W,7
12977,1094000,1400000.0,13,1.6,8.0,7.0,9.0,1,M,F,V,B,L,W,V,W
12978,5922000,5338000.0,4,2.5,0.0,2.0,2.0,3,A,F,K,B,S,X,W,7
12979,1805000,2406172.84,12,2.4,8.0,6.0,5.0,1,A,F,K,B,S,J,H,M
12980,6206000,6800000.0,8,3.5,4.0,0.0,3.0,2,A,A,K,BG,C,J,T,E
12981,3600000,3963095.238,4,1.8,0.0,5.0,6.0,2,A,A,V,B,C,T,M,B
12982,4542000,4850000.0,2,2.0,5.0,6.0,9.0,3,M,F,V,BG,C,U,5,Y
12983,1804000,2200000.0,15,2.7,7.0,4.0,9.0,1,A,A,V,B,C,K,M,H
12984,3600000,3664285.714,11,4.2,2.0,9.0,7.0,2,A,A,K,B,V,W,V,G
12985,3150000,3287777.778,4,1.6,9.0,1.0,8.0,3,A,F,V,B,S,K,M,H
12986,1981000,2347619.048,8,1.3,6.0,8.0,5.0,2,A,F,V,B,S,J,T,D
12987,3363000,3985263.158,10,3.2,9.0,3.0,8.0,3,A,A,K,B,C,W,V,G
12988,1800000,1858139.535,9,2.0,1.0,2.0,2.0,1,A,F,K,B,S,W,F,0
12989,2220000,2425842.697,3,1.2,3.0,5.0,9.0,2,A,F,B,B,L,K,N,A
12990,1000000,1307692.308,15,1.8,4.0,2.0,1.0,1,M,F,V,D,U,W,F,0
12991,14000000,15277777.78,1,2.7,3.0,0.0,2.0,3,A,F,K,B,C,J,T,J
12992,2825000,3583333.333,10,3.5,6.0,0.0,1.0,1,A,F,V,B,S,4,T,1
12993,2195000,2362195.122,9,1.6,8.0,8.0,6.0,1,A,F,B,B,L,S,J,N
12994,3396000,3871604.938,13,3.0,9.0,2.0,0.0,1,A,A,K,B,C,J,T,E
12995,6030000,6114285.714,3,2.5,1.0,2.0,6.0,1,A,F,K,B,S,X,W,7
12996,3407000,3488372.093,9,2.4,6.0,9.0,6.0,1,A,F,K,B,S,J,T,N
12997,2314000,2508139.535,10,2.0,3.0,7.0,2.0,1,A,F,K,B,S,W,A,U
12998,2920000,3266666.667,10,2.5,0.0,3.0,1.0,2,A,A,V,B,V,J,N,1
12999,3222000,4059493.671,11,3.0,3.0,2.0,3.0,2,A,B,K,B,S,J,T,H
13000,2506000,3333333.333,11,3.0,2.0,6.0,1.0,1,A,F,V,B,S,4,T,1
13001,2167000,2766666.667,4,1.6,5.0,3.0,3.0,1,M,F,V,B,S,Z,9,4
13002,4008000,4513483.146,5,2.4,1.0,3.0,9.0,2,A,F,V,B,S,6,T,1
13003,1931000,2288095.238,11,2.0,7.0,7.0,0.0,2,A,F,K,B,S,W,V,W
13004,1507000,1685714.286,19,3.0,6.0,8.0,1.0,1,A,F,K,B,S,J,T,1
13005,1700000,2034523.81,13,2.0,3.0,6.0,4.0,2,A,F,V,B,S,W,A,U
13006,2604000,2390476.19,12,2.8,8.0,9.0,6.0,2,M,A,V,B,M,W,V,W
13007,2249000,2659523.81,11,2.4,5.0,6.0,3.0,2,A,F,V,B,S,4,T,1
13008,5671000,5750549.451,4,2.5,7.0,3.0,9.0,1,A,F,K,B,S,X,W,7
13009,1500000,1841025.641,16,3.0,2.0,0.0,4.0,1,A,F,V,B,S,J,N,1
13010,3778000,3970786.517,3,1.8,3.0,3.0,2.0,2,A,F,V,B,S,5,Y,F
13011,2497000,3551282.051,9,2.4,0.0,7.0,3.0,1,A,F,V,B,S,6,T,1
13012,2857000,3258139.535,3,1.8,0.0,9.0,4.0,1,A,F,K,B,S,K,L,1
13013,3715000,4007058.824,5,1.8,0.0,7.0,1.0,2,A,F,B,B,S,T,M,B
13014,2344000,2838823.529,14,2.6,3.0,8.0,8.0,2,A,B,V,B,S,W,D,B
13015,2605000,3237349.398,10,2.4,8.0,1.0,7.0,1,A,F,K,B,S,6,T,1
13016,3893000,4026744.186,10,3.0,1.0,4.0,6.0,1,A,B,K,B,S,J,T,H
13017,5500000,6416049.383,2,1.2,3.0,8.0,2.0,2,A,F,V,B,C,S,J,N
13018,4500000,5226190.476,2,2.0,3.0,0.0,4.0,2,A,F,V,B,U,X,W,E
13019,3200000,3958974.359,3,1.4,7.0,6.0,0.0,1,A,F,V,B,L,T,M,B
13020,2045000,2360256.41,8,2.0,1.0,7.0,7.0,1,A,F,K,G,S,K,M,H
13021,2394000,2739285.714,9,1.8,0.0,7.0,2.0,2,M,F,V,B,S,S,B,1
13022,2300000,2727710.843,5,1.6,7.0,2.0,2.0,1,M,F,V,B,S,3,N,1
13023,3249000,3846428.571,10,3.5,6.0,0.0,0.0,2,A,F,K,B,S,4,T,1
13024,1964000,2034523.81,9,2.0,2.0,7.0,7.0,2,A,F,V,B,S,S,J,N
13025,800000,1030952.381,14,1.4,9.0,0.0,4.0,2,M,F,V,B,L,V,F,3
13026,2000000,2038095.238,14,2.0,9.0,5.0,1.0,2,M,A,V,B,C,J,M,Z
13027,2328000,2789024.39,4,1.6,6.0,7.0,3.0,1,A,F,V,B,S,X,U,F
13028,7000000,7866666.667,5,3.5,6.0,7.0,1.0,3,A,A,K,B,S,J,T,H
13029,1800000,2343373.494,16,3.0,0.0,1.0,1.0,1,A,A,V,BG,V,J,A,4
13030,1518000,1849382.716,14,2.0,8.0,0.0,3.0,1,A,F,V,B,U,S,B,1
13031,2048000,2513414.634,14,2.4,8.0,9.0,6.0,1,A,F,V,B,S,4,T,1
13032,1700000,1779761.905,9,2.7,5.0,8.0,0.0,2,A,F,V,B,S,X,7,M
13033,1300000,2009890.11,18,3.0,1.0,2.0,4.0,1,A,B,K,BG,S,J,T,1
13034,3500000,4494047.619,10,2.2,8.0,2.0,9.0,2,A,A,K,D,C,K,M,H
13035,1531000,1961538.462,8,1.6,6.0,8.0,9.0,1,M,F,V,B,L,T,M,B
13036,2637000,3210975.61,3,1.8,4.0,9.0,0.0,1,M,F,V,B,U,K,L,1
13037,1300000,1431034.483,18,2.8,3.0,6.0,0.0,1,A,F,V,B,M,W,V,W
13038,2153000,2564556.962,13,2.0,5.0,1.0,2.0,1,A,F,B,B,S,S,B,1
13039,3800000,4105813.953,9,3.5,0.0,7.0,1.0,1,A,F,K,B,S,4,T,1
13040,1500000,1600000.0,18,2.4,8.0,1.0,9.0,1,A,F,K,B,U,W,A,U
13041,2411000,2786046.512,11,2.4,2.0,8.0,2.0,1,A,F,K,B,S,4,T,1
13042,2762000,3246913.58,9,2.4,2.0,5.0,2.0,1,A,F,V,B,S,4,T,1
13043,2673000,2676842.105,5,1.6,0.0,7.0,4.0,3,A,F,V,B,S,K,N,A
13044,1900000,2198717.949,9,2.3,5.0,4.0,1.0,1,A,F,V,B,S,1,Y,V
13045,1030000,1259259.259,13,1.6,3.0,7.0,1.0,1,M,F,V,B,L,V,F,1
13046,2960000,3458974.359,9,2.4,5.0,4.0,2.0,1,A,F,V,BG,S,4,T,1
13047,3862000,4271428.571,5,2.5,9.0,0.0,4.0,1,A,F,K,BG,S,Z,8,N
13048,2401000,2368421.053,8,2.4,7.0,7.0,7.0,2,A,F,V,BG,S,K,M,H
13049,1394000,1709638.554,18,2.2,8.0,7.0,3.0,1,A,F,V,B,S,4,T,1
13050,3203000,3838888.889,5,2.0,0.0,4.0,8.0,3,A,F,K,G,S,K,M,H
13051,4145000,4886904.762,8,2.5,7.0,5.0,7.0,2,A,B,K,B,S,J,T,H
13052,1814000,2288888.889,9,2.3,5.0,1.0,4.0,1,A,F,K,B,S,1,Y,V
13053,2048000,2514814.815,10,2.0,0.0,7.0,4.0,1,A,F,K,B,S,W,V,W
13054,3503000,3438888.889,1,1.6,4.0,7.0,9.0,3,A,F,V,B,S,X,W,8
13055,5130000,5768235.294,9,3.8,4.0,5.0,1.0,3,A,A,K,B,V,J,M,Y
13056,1057000,1279268.293,15,1.8,0.0,6.0,4.0,1,A,F,V,B,S,W,O,L
13057,11677000,12473684.21,1,2.7,4.0,4.0,0.0,3,A,F,V,B,C,5,T,D
13058,2790000,3447435.897,4,1.6,0.0,4.0,0.0,1,M,F,V,B,S,K,M,H
13059,5400000,6246428.571,9,3.0,0.0,0.0,0.0,2,A,A,K,B,C,W,B,A
13060,2592000,3155952.381,15,3.0,8.0,6.0,0.0,2,A,A,K,B,C,W,B,A
13061,2738000,3360493.827,8,2.0,3.0,8.0,8.0,1,A,F,V,B,S,S,B,1
13062,2198000,2648192.771,6,1.8,8.0,8.0,6.0,1,A,F,K,B,S,K,L,1
13063,1518000,1423809.524,15,2.8,1.0,0.0,8.0,2,A,A,B,B,S,W,V,W
13064,2610000,2672619.048,5,1.8,6.0,2.0,8.0,2,A,F,V,B,S,K,L,1
13065,2228000,2586046.512,14,3.0,9.0,0.0,6.0,1,A,F,K,B,S,4,T,1
13066,3296000,3485057.471,1,1.6,2.0,7.0,8.0,1,A,F,V,B,S,Z,9,4
13067,4752000,5389285.714,10,3.5,4.0,6.0,6.0,2,A,B,K,B,S,W,D,D
13068,2800000,3582051.282,12,2.5,6.0,4.0,9.0,1,A,A,V,D,V,W,V,G
13069,2300000,2521951.22,12,1.8,7.0,7.0,4.0,1,M,F,V,B,L,S,B,1
13070,8040000,9170000.0,5,3.5,5.0,0.0,2.0,3,A,A,K,B,C,J,T,E
13071,2300000,2950000.0,14,3.0,7.0,2.0,0.0,1,M,A,K,B,C,5,U,X
13072,3933000,4598809.524,9,3.5,1.0,7.0,7.0,2,A,A,K,B,S,W,D,B
13073,3600000,3725581.395,3,1.6,7.0,7.0,6.0,1,A,F,K,B,S,K,M,H
13074,2573000,3271794.872,10,2.4,2.0,3.0,1.0,1,A,F,V,B,S,6,T,1
13075,2531000,2875280.899,6,1.6,6.0,9.0,3.0,2,A,F,V,BG,S,K,M,H
13076,3053000,3163291.139,10,2.5,1.0,8.0,2.0,2,A,A,K,B,C,J,F,1
13077,4628000,4743023.256,9,3.0,9.0,5.0,6.0,1,A,B,K,BG,S,J,T,H
13078,4200000,5085365.854,6,2.4,1.0,0.0,3.0,1,A,A,V,B,C,K,N,A
13079,3077000,3384523.81,9,2.4,6.0,3.0,3.0,2,A,F,V,B,S,J,T,N
13080,4883000,4531578.947,1,1.6,6.0,5.0,1.0,3,A,F,V,B,S,N,M,T
13081,1700000,2187341.772,11,2.0,2.0,4.0,5.0,2,A,F,K,B,S,J,N,1
13082,1670000,1892857.143,9,1.6,0.0,3.0,5.0,2,A,F,V,B,S,K,N,M
13083,2673000,3208974.359,2,1.6,2.0,7.0,7.0,1,A,F,V,B,S,X,W,8
13084,1341000,1635227.273,16,2.7,2.0,8.0,8.0,1,A,A,K,B,S,W,A,U
13085,3119000,3829069.767,11,3.0,5.0,3.0,2.0,1,A,A,K,B,C,4,S,4
13086,2329000,3362962.963,12,3.2,1.0,0.0,9.0,1,A,B,K,B,S,W,D,B
13087,2144000,2586585.366,11,3.5,8.0,5.0,2.0,1,A,A,V,B,C,J,N,8
13088,4062000,5344736.842,9,3.0,5.0,9.0,9.0,1,A,A,K,B,C,J,M,Y
13089,7000000,7055294.118,6,2.7,5.0,8.0,1.0,3,A,F,K,B,C,5,T,D
13090,2362000,2540476.19,3,1.6,8.0,1.0,0.0,2,A,F,V,B,S,Z,8,N
13091,2573000,2847674.419,13,3.0,6.0,8.0,2.0,1,A,F,K,B,S,J,T,D
13092,3240000,3726744.186,9,2.4,9.0,1.0,6.0,1,A,F,K,B,S,J,T,N
13093,3728000,4138554.217,3,1.4,2.0,5.0,8.0,1,M,F,V,B,S,N,M,T
13094,1421000,1275308.642,12,1.6,7.0,0.0,6.0,1,A,F,V,BG,L,K,M,H
13095,2144000,3009523.81,11,2.5,0.0,6.0,4.0,2,A,A,B,B,U,J,F,1
13096,3315000,3704444.444,9,3.5,3.0,1.0,1.0,3,A,F,K,B,S,J,T,N
13097,2400000,2569512.195,6,1.6,6.0,7.0,5.0,1,A,F,V,B,S,X,U,F
13098,2458000,2901282.051,10,2.3,8.0,6.0,0.0,1,A,F,V,B,V,J,M,3
13099,2464000,2901190.476,8,2.3,1.0,3.0,6.0,2,A,F,V,BG,S,W,F,0
13100,10200000,11355555.56,4,3.0,3.0,8.0,4.0,3,A,A,K,D,V,W,V,G
13101,4615000,5253488.372,6,3.5,0.0,6.0,5.0,1,A,F,K,BG,S,X,W,7
13102,2444000,2653658.537,9,2.0,7.0,0.0,7.0,1,A,F,V,B,S,W,V,W
13103,1585000,2151219.512,9,1.6,9.0,8.0,1.0,1,A,F,V,B,S,W,O,L
13104,3500000,3747191.011,3,1.6,1.0,2.0,7.0,2,M,F,V,B,U,U,5,Y
13105,5792000,6524705.882,9,2.7,5.0,4.0,0.0,2,A,A,V,B,V,J,T,E
13106,2384000,2688372.093,12,2.4,5.0,0.0,7.0,1,A,F,K,B,S,4,T,1
13107,3000000,4520238.095,6,2.4,0.0,7.0,7.0,2,A,F,K,B,S,K,M,H
13108,2330000,2675641.026,8,1.6,3.0,6.0,0.0,1,A,F,V,B,S,J,T,N
13109,2909000,3321686.747,10,2.4,1.0,1.0,5.0,1,A,F,K,B,S,4,T,1
13110,2790000,3026086.957,2,1.6,7.0,0.0,6.0,3,A,F,V,B,S,Z,9,4
13111,2000000,2373255.814,16,3.2,0.0,5.0,3.0,1,A,B,K,B,S,W,D,B
13112,1257000,1291358.025,15,2.0,8.0,4.0,2.0,1,A,F,V,B,U,W,F,0
13113,1067000,1213580.247,14,1.2,1.0,3.0,9.0,1,A,F,V,B,L,W,O,L
13114,3242000,4329487.179,8,2.5,9.0,2.0,8.0,1,A,A,V,B,C,J,F,1
13115,5225000,5731578.947,2,2.4,6.0,3.0,2.0,3,A,F,K,B,S,K,N,A
13116,1900000,2131460.674,12,1.8,8.0,1.0,4.0,2,A,F,V,B,S,1,N,X
13117,2786000,3046428.571,10,2.4,0.0,8.0,5.0,2,A,F,V,BG,S,4,T,1
13118,4678000,5317857.143,3,2.0,9.0,7.0,5.0,2,A,A,K,B,C,J,M,B
13119,2808000,3493506.494,9,2.0,9.0,6.0,1.0,1,A,A,V,B,U,J,F,1
13120,2000000,2246511.628,4,1.0,9.0,5.0,0.0,1,A,F,K,B,L,K,N,A
13121,1400000,1752439.024,14,1.8,8.0,8.0,3.0,1,M,A,V,B,U,T,M,B
13122,3529000,3848837.209,10,2.5,9.0,6.0,4.0,1,A,B,K,B,S,J,T,H
13123,3830000,4283333.333,7,2.5,9.0,7.0,7.0,1,A,F,V,B,S,4,T,1
13124,2445000,2896385.542,4,1.6,2.0,2.0,9.0,1,M,F,V,B,S,K,N,A
13125,1800000,2212048.193,14,3.0,4.0,0.0,3.0,1,A,A,V,B,C,1,F,M
13126,3070000,3778205.128,1,1.6,4.0,8.0,0.0,1,A,F,V,B,S,Z,9,4
13127,3228000,3296629.213,10,2.4,3.0,6.0,9.0,2,A,F,K,BG,S,J,T,N
13128,2874000,3887804.878,7,1.4,0.0,3.0,4.0,1,A,F,V,B,L,W,V,W
13129,2534000,2618888.889,8,1.6,3.0,5.0,8.0,3,A,F,V,B,S,J,T,N
13130,3585000,4251724.138,2,1.6,3.0,9.0,2.0,3,M,F,V,B,L,X,W,8
13131,3844000,4171264.368,2,1.6,9.0,8.0,9.0,3,A,F,V,B,S,K,M,H
13132,2300000,2564102.564,6,1.6,0.0,9.0,6.0,1,A,F,V,B,S,X,U,F
13133,3017000,3421951.22,9,2.4,9.0,0.0,5.0,1,A,F,V,B,S,J,T,N
13134,11500000,12232142.86,1,2.0,4.0,8.0,4.0,2,A,A,B,B,C,J,T,J
13135,3390000,3719318.182,2,2.0,5.0,9.0,8.0,1,A,F,K,B,C,X,7,L
13136,4450000,4486666.667,1,1.4,2.0,9.0,3.0,3,A,F,V,B,L,X,W,8
13137,1512000,1709638.554,18,2.2,0.0,9.0,8.0,1,A,F,V,B,S,J,L,1
13138,2499000,2646739.13,3,1.4,2.0,5.0,4.0,3,A,F,V,B,S,Z,9,4
13139,1637000,1848717.949,5,1.6,6.0,1.0,6.0,1,M,F,V,BG,S,K,L,1
13140,1612000,1804819.277,15,2.5,3.0,2.0,4.0,1,A,A,K,B,S,4,S,3
13141,2362000,2774074.074,14,2.0,5.0,0.0,1.0,1,A,A,V,B,C,J,T,E
13142,2302000,2654444.444,3,1.6,0.0,8.0,1.0,3,A,F,V,B,S,V,F,3
13143,4762000,4951648.352,5,2.5,4.0,1.0,0.0,1,A,F,K,B,S,4,T,1
13144,3730000,4029411.765,8,3.0,3.0,1.0,2.0,2,A,A,V,BG,C,J,M,B
13145,3168000,3467441.86,1,1.6,5.0,6.0,8.0,2,A,F,V,B,S,Z,9,4
13146,7874000,8653846.154,1,2.5,2.0,2.0,4.0,1,A,F,K,B,S,X,W,7
13147,1100000,1508045.977,18,2.4,8.0,8.0,0.0,1,A,F,V,B,S,W,A,U
13148,1250000,1589156.627,14,1.8,0.0,6.0,6.0,1,M,F,V,B,M,W,O,L
13149,5610000,6567058.824,1,2.0,8.0,0.0,8.0,2,A,A,V,B,C,X,W,E
13150,2272000,2370731.707,12,2.4,2.0,8.0,2.0,1,A,F,V,B,L,S,B,1
13151,2608000,3505952.381,10,2.3,4.0,8.0,5.0,2,A,A,K,B,C,J,M,3
13152,1500000,1613580.247,10,1.8,5.0,3.0,5.0,1,A,F,B,B,L,W,0,L
13153,1200000,1413253.012,18,2.8,8.0,7.0,5.0,1,A,F,V,B,S,W,A,U
13154,2532000,3260256.41,10,2.4,3.0,7.0,2.0,1,A,F,V,B,S,6,T,1
13155,2867000,3297619.048,6,1.6,7.0,8.0,6.0,2,A,F,V,B,L,W,V,W
13156,3119000,3632098.765,8,2.0,8.0,9.0,9.0,2,A,A,V,B,C,S,J,N
13157,1357000,1941463.415,14,2.0,3.0,7.0,0.0,1,A,F,V,B,S,W,A,U
13158,3382000,3527380.952,3,2.0,5.0,9.0,5.0,1,A,F,B,BG,C,X,7,L
13159,2732000,2965116.279,4,1.8,6.0,1.0,2.0,1,A,F,K,B,S,K,L,1
13160,2288000,2584523.81,12,2.5,2.0,4.0,7.0,2,A,A,V,B,C,J,F,1
13161,2804000,2955421.687,4,1.6,9.0,4.0,3.0,1,A,F,V,BG,S,K,N,A
13162,2765000,3348717.949,7,1.8,8.0,5.0,6.0,1,A,F,V,B,S,1,N,X
13163,2920000,3320987.654,10,2.0,7.0,1.0,1.0,1,A,A,K,B,U,J,F,1
13164,2300000,2657142.857,13,2.7,6.0,4.0,5.0,2,A,A,V,BG,C,J,S,3
13165,2400000,2628767.123,4,1.6,5.0,7.0,3.0,1,M,F,V,B,L,X,9,F
13166,2911000,3515116.279,5,1.6,2.0,2.0,1.0,1,A,F,K,B,S,K,M,H
13167,2678000,3378888.889,9,2.4,0.0,1.0,9.0,3,A,F,K,B,S,6,T,1
13168,2911000,3317857.143,9,2.0,2.0,6.0,8.0,2,A,F,K,B,C,S,J,N
13169,1906000,2133333.333,15,2.0,1.0,7.0,0.0,2,A,F,V,B,C,J,H,L
13170,3700000,4127380.952,3,1.4,1.0,2.0,8.0,2,A,F,V,B,C,T,M,B
13171,2388000,2724096.386,4,1.6,2.0,0.0,2.0,1,A,F,V,B,S,Z,9,4
13172,2762000,3302380.952,10,2.4,5.0,6.0,0.0,2,A,F,K,B,S,4,T,1
13173,1614000,2064102.564,7,1.3,3.0,6.0,7.0,1,A,F,V,B,S,J,M,Y
13174,7755000,8508421.053,9,4.7,0.0,5.0,6.0,3,A,A,K,B,V,J,T,E
13175,3330000,3966279.07,14,3.0,2.0,1.0,5.0,1,A,A,K,B,C,J,T,E
13176,2558000,3138461.538,3,1.6,6.0,7.0,9.0,1,A,F,V,B,S,Z,9,4
13177,5310000,5975789.474,4,2.5,8.0,1.0,0.0,3,A,F,K,B,S,X,W,7
13178,3603000,4395121.951,10,2.0,3.0,9.0,1.0,1,M,A,V,B,C,J,T,M
13179,1783000,2190123.457,13,2.4,2.0,3.0,4.0,1,A,F,K,B,S,W,A,U
13180,2493000,2862962.963,6,1.6,8.0,8.0,9.0,2,A,F,V,BG,S,K,N,A
13181,2500000,3007407.407,8,2.5,6.0,7.0,0.0,1,M,A,V,D,P,M,M,C
13182,1400000,1725925.926,13,2.3,8.0,4.0,4.0,1,M,F,V,B,U,J,M,Z
13183,2885000,3361445.783,15,2.4,8.0,3.0,7.0,1,A,A,K,BG,C,J,T,E
13184,3330000,3508045.977,3,1.6,0.0,3.0,3.0,1,A,F,B,B,L,U,5,Y
13185,2500000,2879518.072,3,1.4,0.0,3.0,2.0,1,A,F,V,B,L,K,M,H
13186,2805000,3547435.897,9,2.4,3.0,2.0,1.0,1,A,F,V,B,S,4,T,1
13187,2200000,2093827.16,4,1.6,6.0,0.0,2.0,1,A,F,V,BG,L,K,L,1
13188,1480000,1800000.0,15,2.6,0.0,2.0,6.0,1,M,B,K,B,S,W,D,B
13189,4145000,4740243.902,2,1.6,3.0,6.0,9.0,1,A,F,V,B,S,Z,8,N
13190,1483000,2215384.615,14,2.0,6.0,5.0,1.0,1,M,B,V,B,U,W,D,B
13191,1620000,1995238.095,10,1.4,4.0,6.0,4.0,2,M,F,V,B,S,N,M,T
13192,3178000,3485393.258,10,3.5,0.0,7.0,0.0,2,A,F,K,BG,S,J,T,N
13193,4020000,4337777.778,6,2.4,9.0,7.0,2.0,3,A,F,V,B,S,4,T,1
13194,2025000,2508433.735,14,2.4,9.0,2.0,5.0,1,A,F,K,B,S,4,T,1
13195,2675000,3179761.905,15,3.0,0.0,1.0,7.0,2,A,A,K,B,C,J,T,J
13196,2678000,3051190.476,10,2.4,0.0,7.0,0.0,2,A,F,V,B,S,4,T,1
13197,3850000,4397435.897,6,2.5,3.0,8.0,1.0,1,A,F,V,B,S,4,T,4
13198,2368000,2351190.476,3,1.6,0.0,4.0,3.0,2,A,F,V,BG,S,K,L,1
13199,2511000,3149367.089,12,3.2,4.0,8.0,0.0,2,A,A,K,B,S,W,D,B
13200,1500000,1689534.884,18,2.4,1.0,9.0,5.0,1,A,B,K,B,S,W,D,B
13201,1500000,1946153.846,6,1.6,0.0,2.0,6.0,1,M,F,V,B,S,X,U,U
13202,3825000,4276829.268,7,1.8,0.0,3.0,8.0,1,A,F,V,H,L,J,T,D
13203,2204000,2741666.667,15,2.0,2.0,9.0,7.0,2,A,A,K,B,C,J,T,E
13204,4772000,5295604.396,8,3.0,1.0,1.0,9.0,1,A,A,K,B,V,J,M,Y
13205,2300000,2605128.205,8,2.5,1.0,0.0,9.0,1,A,F,V,B,S,1,N,4
13206,2520000,3124691.358,3,1.6,3.0,3.0,3.0,2,A,F,V,B,S,Z,9,4
13207,5640000,6375609.756,7,2.7,5.0,7.0,4.0,1,A,F,V,B,C,4,T,3
13208,5119000,5695348.837,11,4.0,2.0,3.0,7.0,1,A,A,K,B,V,J,T,E
13209,4455000,5053571.429,4,2.0,9.0,7.0,9.0,2,A,A,K,B,C,K,M,H
13210,4267000,5367948.718,7,2.0,1.0,7.0,0.0,1,A,A,V,B,C,J,T,M
13211,12090000,15898837.21,2,3.0,8.0,5.0,8.0,1,A,A,K,D,V,S,A,L
13212,3330000,3741860.465,9,2.4,4.0,5.0,6.0,1,A,F,K,B,S,J,T,N
13213,1631000,1703571.429,15,1.6,8.0,7.0,6.0,2,M,F,V,BG,S,W,A,U
13214,4000000,3447872.34,4,1.8,8.0,3.0,1.0,2,A,F,V,B,L,2,T,1
13215,2504000,2964285.714,10,2.4,2.0,0.0,8.0,2,A,F,K,B,S,S,B,1
13216,2293000,2871428.571,5,1.6,6.0,4.0,9.0,2,M,F,V,B,L,X,W,8
13217,3162000,3528048.78,9,2.5,3.0,4.0,1.0,1,A,A,V,BG,U,J,F,1
13218,9765000,10040697.67,8,4.7,0.0,3.0,4.0,1,A,A,K,B,V,J,T,M
13219,7130000,7165625.0,3,2.4,8.0,8.0,9.0,3,A,A,V,BG,C,K,M,H
13220,3468000,3632911.392,11,3.3,8.0,1.0,4.0,2,A,F,K,BG,S,J,T,H
13221,2703000,3413580.247,9,2.4,2.0,8.0,5.0,1,A,F,K,B,S,4,T,1
13222,1133000,1576923.077,15,3.0,2.0,9.0,4.0,1,M,F,V,B,S,J,N,1
13223,2424000,2752873.563,3,1.6,1.0,1.0,2.0,1,A,F,V,B,S,Z,9,4
13224,2138000,2401123.596,3,1.6,6.0,5.0,1.0,2,M,F,V,B,S,Z,9,4
